maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha,
5,3,3,b,5-3-3-B,padaṁ yad viṣṇor upamaṁ nidhāyi tena pāsi guhyaṁ nāma gonām,That which was fixed as Visnu's loftiest station-therewith the secret of the Cows thou guardest.,पदं यद्विष्णोरुपमं निधायि तेन पासि गुह्यं नाम गोनाम्,5-3-3,tava | śriye | marutaḥ | marjayanta | rudra | yat | te | janima | cāru | citram || padam | yat | viṣṇoḥ | upa-mam | ni-dhāyi | tena | pāsi | guhyam | nāma | gonām ||5.3.3||,
5,3,4,a,5-3-4-A,tava śriyā sudṛśo deva devāḥ purū dadhānā amṛtaṁ sapanta,"Gods through thy glory, God who art so lovely! granting abundant gifts gained life immortal.",तव श्रिया सुदृशो देव देवाः पुरू दधाना अमृतं सपन्त,5-3-4,tava | śriyā | su-dr̥śaḥ | deva | devāḥ | puru | dadhānāḥ | amr̥tam | sapanta || hotāram | agnim | manuṣaḥ | ni | seduḥ | daśasyantaḥ | uśijaḥ | śaṁsam | āyoḥ ||5.3.4||,
5,3,4,b,5-3-4-B,hotāram agnim manuṣo ni ṣedur daśasyanta uśijaḥ śaṁsam āyoḥ,As their own Priest have men established Agni; and serve him fain for praise from him who liveth.,होतारमग्निं मनुषो नि षेदुर्दशस्यन्त उशिजः शंसमायोः,5-3-4,tava | śriyā | su-dr̥śaḥ | deva | devāḥ | puru | dadhānāḥ | amr̥tam | sapanta || hotāram | agnim | manuṣaḥ | ni | seduḥ | daśasyantaḥ | uśijaḥ | śaṁsam | āyoḥ ||5.3.4||,
5,3,5,a,5-3-5-A,na tvad dhotā pūrvo agne yajīyān na kāvyaiḥ paro asti svadhāvaḥ,There is no priest more skilled than thou in worship; none Self-sustainer pass thee in wisdom.,न त्वद्धोता पूर्वो अग्ने यजीयान्न काव्यैः परो अस्ति स्वधावः,5-3-5,na | tvat | hotā | pūrvaḥ | agne | yajīyān | na | kāvyaiḥ | paraḥ | asti | svadhā-vaḥ || viśaḥ | ca | yasyāḥ | atithiḥ | bhavāsi | saḥ | yajñena | vanavat | deva | martān ||5.3.5||,
5,3,5,b,5-3-5-B,viśaś ca yasyā atithir bhavāsi sa yajñena vanavad deva martān,"Ile man within whose house as guest thou dwellest, O God, by sacrifice shall conquer mortals.",विशश्च यस्या अतिथिर्भवासि स यज्ञेन वनवद्देव मर्तान्,5-3-5,na | tvat | hotā | pūrvaḥ | agne | yajīyān | na | kāvyaiḥ | paraḥ | asti | svadhā-vaḥ || viśaḥ | ca | yasyāḥ | atithiḥ | bhavāsi | saḥ | yajñena | vanavat | deva | martān ||5.3.5||,
5,3,6,a,5-3-6-A,vayam agne vanuyāma tvotā vasūyavo haviṣā budhyamānāḥ,"Aided by thee, O Agni may we conquer through our oblation, fain for wealth, awakened:",वयमग्ने वनुयाम त्वोता वसूयवो हविषा बुध्यमानाः,5-3-6,vayam | agne | vanuyāma | tvā-ūtāḥ | vasu-yavaḥ | haviṣā | budhyamānāḥ || vayam | sa-marye | vidatheṣu | ahnām | vayam | rāyā | sahasaḥ | putra | martān ||5.3.6||,
5,3,6,b,5-3-6-B,vayaṁ samarye vidatheṣv ahnāṁ vayaṁ rāyā sahasas putra martān,"May we in battle, in the days' assemblies,O Son of Strength, by riches conquer mortals.",वयं समर्ये विदथेष्वह्नां वयं राया सहसस्पुत्र मर्तान्,5-3-6,vayam | agne | vanuyāma | tvā-ūtāḥ | vasu-yavaḥ | haviṣā | budhyamānāḥ || vayam | sa-marye | vidatheṣu | ahnām | vayam | rāyā | sahasaḥ | putra | martān ||5.3.6||,
5,3,7,a,5-3-7-A,yo na āgo abhy eno bharāty adhīd agham aghaśaṁse dadhāta,He shall bring evil on the evil-plottcr whoever turns against us sin and outrage.,यो न आगो अभ्येनो भरात्यधीदघमघशंसे दधात,5-3-7,yaḥ | naḥ | āgaḥ | abhi | enaḥ | bharāti | adhi | it | agham | agha-śaṁse | dadhāta || jahi | cikitvaḥ | abhi-śastim | etām | agne | yaḥ | naḥ | marcayati | dvayena ||5.3.7||,
5,3,7,b,5-3-7-B,jahī cikitvo abhiśastim etām agne yo no marcayati dvayena,"Destroy this calumny of him, O Agni, whoever injures us with double-dealing.",जही चिकित्वो अभिशस्तिमेतामग्ने यो नो मर्चयति द्वयेन,5-3-7,yaḥ | naḥ | āgaḥ | abhi | enaḥ | bharāti | adhi | it | agham | agha-śaṁse | dadhāta || jahi | cikitvaḥ | abhi-śastim | etām | agne | yaḥ | naḥ | marcayati | dvayena ||5.3.7||,
5,3,8,a,5-3-8-A,tvām asyā vyuṣi deva pūrve dūtaṁ kṛṇvānā ayajanta havyaiḥ,"At this dawn's flushing, God! our ancient fathers served thee with offerings, making thee their envoy,",त्वामस्या व्युषि देव पूर्वे दूतं कृण्वाना अयजन्त हव्यैः,5-3-8,tvām | asyāḥ | vi-uṣi | deva | pūrve | dūtam | kr̥ṇvānāḥ | ayajanta | havyaiḥ || sam-sthe | yat | agne | īyase | rayīṇām | devaḥ | martaiḥ | vasu-bhiḥ | idhyamānaḥ ||5.3.8||,
5,3,8,b,5-3-8-B,saṁsthe yad agna īyase rayīṇāṁ devo martair vasubhir idhyamānaḥ,"When, Agni, to the store of wealth thou goest, a God cnkindled with good things by mortals.",संस्थे यदग्न ईयसे रयीणां देवो मर्तैर्वसुभिरिध्यमानः,5-3-8,tvām | asyāḥ | vi-uṣi | deva | pūrve | dūtam | kr̥ṇvānāḥ | ayajanta | havyaiḥ || sam-sthe | yat | agne | īyase | rayīṇām | devaḥ | martaiḥ | vasu-bhiḥ | idhyamānaḥ ||5.3.8||,
5,3,9,a,5-3-9-A,ava spṛdhi pitaraṁ yodhi vidvān putro yas te sahasaḥ sūna ūhe,"Save, thou who knowest, draw thy father near thee, who counts as thine own son, O Child of Power.",अव स्पृधि पितरं योधि विद्वान्पुत्रो यस्ते सहसः सून ऊहे,5-3-9,ava | spr̥dhi | pitaram | yodhi | vidvān | putraḥ | yaḥ | te | sahasaḥ | sūno iti | ūhe || kadā | cikitvaḥ | abhi | cakṣase | naḥ | agne | kadā | r̥ta-cit | yātayāse ||5.3.9||,
5,3,9,b,5-3-9-B,kadā cikitvo abhi cakṣase no 'gne kadām̐ ṛtacid yātayāse,"O sapient Agni, when wilt thou regard us? When, skilled in holy Law, wilt thou direct us?",कदा चिकित्वो अभि चक्षसे नोऽग्ने कदाँ ऋतचिद्यातयासे,5-3-9,ava | spr̥dhi | pitaram | yodhi | vidvān | putraḥ | yaḥ | te | sahasaḥ | sūno iti | ūhe || kadā | cikitvaḥ | abhi | cakṣase | naḥ | agne | kadā | r̥ta-cit | yātayāse ||5.3.9||,
5,3,10,a,5-3-10-A,bhūri nāma vandamāno dadhāti pitā vaso yadi taj joṣayāse,"Adoring thee he gives thee many a title, when thou, Good Lord! acceptest this as Father.",भूरि नाम वन्दमानो दधाति पिता वसो यदि तज्जोषयासे,5-3-10,bhūri | nāma | vandamānaḥ | dadhāti | pitā | vaso iti | yadi | tat | joṣayāse || kuvit | devasya | sahasā | cakānaḥ | sumnam | agniḥ | vanate | vavr̥dhānaḥ ||5.3.10||,
5,3,10,b,5-3-10-B,kuvid devasya sahasā cakānaḥ sumnam agnir vanate vāvṛdhānaḥ,"And doth not Agni, glad in strength of Godhead, gain splendid bliss when he hath waxen mighty?",कुविद्देवस्य सहसा चकानः सुम्नमग्निर्वनते वावृधानः,5-3-10,bhūri | nāma | vandamānaḥ | dadhāti | pitā | vaso iti | yadi | tat | joṣayāse || kuvit | devasya | sahasā | cakānaḥ | sumnam | agniḥ | vanate | vavr̥dhānaḥ ||5.3.10||,
5,3,11,a,5-3-11-A,tvam aṅga jaritāraṁ yaviṣṭha viśvāny agne duritāti parṣi,"Most Youthful Agni, verily thou bearest thy praiser safely over all his troubles.",त्वमङ्ग जरितारं यविष्ठ विश्वान्यग्ने दुरिताति पर्षि,5-3-11,tvam | aṅga | jaritāram | yaviṣṭha | viśvāni | agne | duḥ-itā | ati | parṣi || stenāḥ | adr̥śran | ripavaḥ | janāsaḥ | ajñāta-ketāḥ | vr̥jināḥ | abhūvan ||5.3.11||,
5,3,11,b,5-3-11-B,stenā adṛśran ripavo janāso 'jñātaketā vṛjinā abhūvan,Thieves have been seen by us and open foemen: unknown have been the plottings of the wicked.,स्तेना अदृश्रन्रिपवो जनासोऽज्ञातकेता वृजिना अभूवन्,5-3-11,tvam | aṅga | jaritāram | yaviṣṭha | viśvāni | agne | duḥ-itā | ati | parṣi || stenāḥ | adr̥śran | ripavaḥ | janāsaḥ | ajñāta-ketāḥ | vr̥jināḥ | abhūvan ||5.3.11||,
5,3,12,a,5-3-12-A,ime yāmāsas tvadrig abhūvan vasave vā tad id āgo avāci,To thee these eulogies have been directed: or to the Vasu hath this sin been spoken.,इमे यामासस्त्वद्रिगभूवन्वसवे वा तदिदागो अवाचि,5-3-12,ime | yāmāsaḥ | tvadrik | abhūvan | vasave | vā | tat | it | āgaḥ | avāci || na | aha | ayam | agniḥ | abhi-śastaye | naḥ | na | riṣate | vavr̥dhānaḥ | parā | dāt ||5.3.12||,
5,3,12,b,5-3-12-B,nāhāyam agnir abhiśastaye no na rīṣate vāvṛdhānaḥ parā dāt,"But this our Agni, flaming high, shall never yield us to calumny, to him who wrongs us.",नाहायमग्निरभिशस्तये नो न रीषते वावृधानः परा दात्,5-3-12,ime | yāmāsaḥ | tvadrik | abhūvan | vasave | vā | tat | it | āgaḥ | avāci || na | aha | ayam | agniḥ | abhi-śastaye | naḥ | na | riṣate | vavr̥dhānaḥ | parā | dāt ||5.3.12||,
5,4,1,a,5-4-1-A,tvām agne vasupatiṁ vasūnām abhi pra mande adhvareṣu rājan,"O AGNI, King and Lord of wealth and treasures, in thee is my delight at sacrifices.",त्वामग्ने वसुपतिं वसूनामभि प्र मन्दे अध्वरेषु राजन्,5-4-1,tvām | agne | vasu-patim | vasūnām | abhi | pra | mande | adhvareṣu | rājan || tvayā | vājam | vāja-yantaḥ | jayema | abhi | syāma | pr̥tsutīḥ | martyānām ||5.4.1||,
5,4,1,b,5-4-1-B,tvayā vājaṁ vājayanto jayemābhi ṣyāma pṛtsutīr martyānām,"Through thee may we obtain the strength we long for, and overcome the fierce attacks of mortals.",त्वया वाजं वाजयन्तो जयेमाभि ष्याम पृत्सुतीर्मर्त्यानाम्,5-4-1,tvām | agne | vasu-patim | vasūnām | abhi | pra | mande | adhvareṣu | rājan || tvayā | vājam | vāja-yantaḥ | jayema | abhi | syāma | pr̥tsutīḥ | martyānām ||5.4.1||,
5,4,2,a,5-4-2-A,havyavāḻ agnir ajaraḥ pitā no vibhur vibhāvā sudṛśīko asme,"Agni, Eternal Father, offering- bearer, fair to behold, far-reaching, far-refulgent,",हव्यवाळग्निरजरः पिता नो विभुर्विभावा सुदृशीको अस्मे,5-4-2,havya-vāṭ | agniḥ | ajaraḥ | pitā | naḥ | vi-bhuḥ | vibhā-vā | su-dr̥śīkaḥ | asme iti || su-gārhapatyāḥ | sam | iṣaḥ | didīhi | asmadryak | sam | mimīhi | śravāṁsi ||5.4.2||,
5,4,2,b,5-4-2-B,sugārhapatyāḥ sam iṣo didīhy asmadryak sam mimīhi śravāṁsi,"From well-kept household fire beam food to feed us, and measure out to us abundant glory.",सुगार्हपत्याः समिषो दिदीह्यस्मद्र्यक्सं मिमीहि श्रवांसि,5-4-2,havya-vāṭ | agniḥ | ajaraḥ | pitā | naḥ | vi-bhuḥ | vibhā-vā | su-dr̥śīkaḥ | asme iti || su-gārhapatyāḥ | sam | iṣaḥ | didīhi | asmadryak | sam | mimīhi | śravāṁsi ||5.4.2||,
5,4,3,a,5-4-3-A,viśāṁ kaviṁ viśpatim mānuṣīṇāṁ śucim pāvakaṁ ghṛtapṛṣṭham agnim,"The Sage of men, the Lord of human races, pure, purifying Agni, balmed with butter,",विशां कविं विश्पतिं मानुषीणां शुचिं पावकं घृतपृष्ठमग्निम्,5-4-3,viśām | kavim | viśpatim | mānuṣīṇām | śucim | pāvakam | ghr̥ta-pr̥ṣṭham | agnim || ni | hotāram | viśva-vidam | dadhidhve | saḥ | deveṣu | vanate | vāryāṇi ||5.4.3||,
5,4,3,b,5-4-3-B,ni hotāraṁ viśvavidaṁ dadhidhve sa deveṣu vanate vāryāṇi,Him the Omniscient as your Priest ye stablish: he wins among the Gods things worth the choosing.,नि होतारं विश्वविदं दधिध्वे स देवेषु वनते वार्याणि,5-4-3,viśām | kavim | viśpatim | mānuṣīṇām | śucim | pāvakam | ghr̥ta-pr̥ṣṭham | agnim || ni | hotāram | viśva-vidam | dadhidhve | saḥ | deveṣu | vanate | vāryāṇi ||5.4.3||,
5,4,4,a,5-4-4-A,juṣasvāgna iḻayā sajoṣā yatamāno raśmibhiḥ sūryasya,"Agni, enjoy, of one accord with Ila, striving in rivalry with beams of Sarya,",जुषस्वाग्न इळया सजोषा यतमानो रश्मिभिः सूर्यस्य,5-4-4,juṣasva | agne | iḷayā | sa-joṣāḥ | yatamānaḥ | raśmi-bhiḥ | sūryasya || juṣasva | naḥ | sam-idham | jāta-vedaḥ | ā | ca | devān | haviḥ-adyāya | vakṣi ||5.4.4||,
5,4,4,b,5-4-4-B,juṣasva naḥ samidhaṁ jātaveda ā ca devān haviradyāya vakṣi,"Enjoy, O Jatavedas, this our fuel, and bring the Gods to us to taste oblations.",जुषस्व नः समिधं जातवेद आ च देवान्हविरद्याय वक्षि,5-4-4,juṣasva | agne | iḷayā | sa-joṣāḥ | yatamānaḥ | raśmi-bhiḥ | sūryasya || juṣasva | naḥ | sam-idham | jāta-vedaḥ | ā | ca | devān | haviḥ-adyāya | vakṣi ||5.4.4||,
5,4,5,a,5-4-5-A,juṣṭo damūnā atithir duroṇa imaṁ no yajñam upa yāhi vidvān,"As dear House-Friend, guest welcome in the dwelling, to this our sacrifice come thou who knowest.",जुष्टो दमूना अतिथिर्दुरोण इमं नो यज्ञमुप याहि विद्वान्,5-4-5,juṣṭaḥ | damūnāḥ | atithiḥ | duroṇe | imam | naḥ | yajñam | upa | yāhi | vidvān || viśvāḥ | agne | abhi-yujaḥ | vi-hatya | śatru-yatām | ā | bhara | bhojanāni ||5.4.5||,
5,4,5,b,5-4-5-B,viśvā agne abhiyujo vihatyā śatrūyatām ā bharā bhojanāni,"And, Agni, having scattered all assailants, bring to us the possessions of our foemen.",विश्वा अग्ने अभियुजो विहत्या शत्रूयतामा भरा भोजनानि,5-4-5,juṣṭaḥ | damūnāḥ | atithiḥ | duroṇe | imam | naḥ | yajñam | upa | yāhi | vidvān || viśvāḥ | agne | abhi-yujaḥ | vi-hatya | śatru-yatām | ā | bhara | bhojanāni ||5.4.5||,
5,4,6,a,5-4-6-A,vadhena dasyum pra hi cātayasva vayaḥ kṛṇvānas tanve svāyai,"Drive thou away the Dasyu with thy weapon. As, gaining vital power for thine own body,",वधेन दस्युं प्र हि चातयस्व वयः कृण्वानस्तन्वे स्वायै,5-4-6,vedhena | dasyum | pra | hi | cātayasva | vayaḥ | kr̥ṇvānaḥ | tanve | svāyai || piparṣi | yat | sahasaḥ | putra | devān | saḥ | agne | pāhi | nr̥-tama | vāje | asmān ||5.4.6||,
5,4,6,b,5-4-6-B,piparṣi yat sahasas putra devānt so agne pāhi nṛtama vāje asmān,"O Son of Strength, the Gods thou satisfiest, so in fight save us, most heroic Agni.",पिपर्षि यत्सहसस्पुत्र देवान्त्सो अग्ने पाहि नृतम वाजे अस्मान्,5-4-6,vedhena | dasyum | pra | hi | cātayasva | vayaḥ | kr̥ṇvānaḥ | tanve | svāyai || piparṣi | yat | sahasaḥ | putra | devān | saḥ | agne | pāhi | nr̥-tama | vāje | asmān ||5.4.6||,
5,4,7,a,5-4-7-A,vayaṁ te agna ukthair vidhema vayaṁ havyaiḥ pāvaka bhadraśoce,"May we, O Agni, with our lauds adore thee, and with our gifts, fair-beaming Purifier!",वयं ते अग्न उक्थैर्विधेम वयं हव्यैः पावक भद्रशोचे,5-4-7,vayam | te | agne | ukthaiḥ | vidhema | vayam | havyaiḥ | pāvaka | bhadra-śoce || asme iti | rayim | viśva-vāram | sam | inva | asme iti | viśvāni | draviṇāni | dhehi ||5.4.7||,
