maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha,
7,2,6,b,7-2-6-B,barhiṣadā puruhūte maghonī ā yajñiye suvitāya śrayetām,"Come, much-invoked, and on our grass be seated ' wealthy, deserving worship, for our welfare.",बर्हिषदा पुरुहूते मघोनी आ यज्ञिये सुविताय श्रयेताम् ,7-2-6,uta | yoṣaṇe iti | divye iti | mahī iti | naḥ | uṣasānaktā | sudughā-iva | dhenuḥ || barhi-sadā | puruhūte iti puru-hūte | maghonī iti | ā | yajñiye iti | suvitāya | śrayetām ||7.2.6||,
7,2,7,a,7-2-7-A,viprā yajñeṣu mānuṣeṣu kārū manye vāṁ jātavedasā yajadhyai,"You, Bards and Singers at men's sacrifices, both filled with wisdom, I incline to worship.",विप्रा यज्ञेषु मानुषेषु कारू मन्ये वां जातवेदसा यजध्यै,7-2-7,viprā | yajñeṣu | mānuṣeṣu | kārū iti | manye | vām | jāta-vedasā | yajadhyai || ūrdhvam | naḥ | adhvaram | kr̥tam | haveṣu | tā | deveṣu | vanathaḥ | vāryāṇi ||7.2.7||,
7,2,7,b,7-2-7-B,ūrdhvaṁ no adhvaraṁ kṛtaṁ haveṣu tā deveṣu vanatho vāryāṇi,"Send up our offerings when we call upon you, and so among the Gods obtain us treasures.",ऊर्ध्वं नो अध्वरं कृतं हवेषु ता देवेषु वनथो वार्याणि ,7-2-7,viprā | yajñeṣu | mānuṣeṣu | kārū iti | manye | vām | jāta-vedasā | yajadhyai || ūrdhvam | naḥ | adhvaram | kr̥tam | haveṣu | tā | deveṣu | vanathaḥ | vāryāṇi ||7.2.7||,
7,2,8,a,7-2-8-A,ā bhāratī bhāratībhiḥ sajoṣā iḻā devair manuṣyebhir agniḥ,"May Bharati with all her Sisters, Ila accordant with the Gods, with mortals Agni,",आ भारती भारतीभिः सजोषा इळा देवैर्मनुष्येभिरग्निः,7-2-8,ā | bhāratī | bhāratībhiḥ | sa-joṣāḥ | iḷā | devaiḥ | manuṣyebhiḥ | agniḥ || sarasvatī | sārasvatebhiḥ | arvāk | tisraḥ | devīḥ | barhiḥ | ā | idam | sadantu ||7.2.8||,
7,2,8,b,7-2-8-B,sarasvatī sārasvatebhir arvāk tisro devīr barhir edaṁ sadantu,"Sarasvati with all her kindred Rivers, come to this grass, Three Goddesses, and seat them.",सरस्वती सारस्वतेभिरर्वाक्तिस्रो देवीर्बर्हिरेदं सदन्तु ,7-2-8,ā | bhāratī | bhāratībhiḥ | sa-joṣāḥ | iḷā | devaiḥ | manuṣyebhiḥ | agniḥ || sarasvatī | sārasvatebhiḥ | arvāk | tisraḥ | devīḥ | barhiḥ | ā | idam | sadantu ||7.2.8||,
7,2,9,a,7-2-9-A,tan nas turīpam adha poṣayitnu deva tvaṣṭar vi rarāṇaḥ syasva,"Well pleased with us do thou, O God, O Tvastar, give ready issue to our procreant vigour,",तन्नस्तुरीपमध पोषयित्नु देव त्वष्टर्वि रराणः स्यस्व,7-2-9,tat | naḥ | turīpam | adha | poṣayitnu | deva | tvaṣṭaḥ | vi | rarāṇaḥ | syasveti syasva || yataḥ | vīraḥ | karmaṇyaḥ | su-dakṣaḥ | yukta-grāvā | jāyate | deva-kāmaḥ ||7.2.9||,
7,2,9,b,7-2-9-B,yato vīraḥ karmaṇyaḥ sudakṣo yuktagrāvā jāyate devakāmaḥ,"Whence springs the hero, powerful, skilled in action, lover of Gods, adjuster of the press-stones.",यतो वीरः कर्मण्यः सुदक्षो युक्तग्रावा जायते देवकामः ,7-2-9,tat | naḥ | turīpam | adha | poṣayitnu | deva | tvaṣṭaḥ | vi | rarāṇaḥ | syasveti syasva || yataḥ | vīraḥ | karmaṇyaḥ | su-dakṣaḥ | yukta-grāvā | jāyate | deva-kāmaḥ ||7.2.9||,
7,2,10,a,7-2-10-A,vanaspate 'va sṛjopa devān agnir haviḥ śamitā sūdayāti,"Send to the Gods the oblation, Lord of Forests, and let the Immolator, Agni, dress it.",वनस्पतेऽव सृजोप देवानग्निर्हविः शमिता सूदयाति,7-2-10,vanaspate | ava | sr̥ja | upa | devān | agniḥ | haviḥ | śamitā | sūdayāti || saḥ | it | ūm̐ iti | hotā | satya-taraḥ | yajāti | yathā | devānām | janimāni | veda ||7.2.10||,
7,2,10,b,7-2-10-B,sed u hotā satyataro yajāti yathā devānāṁ janimāni veda,"He as the truer Priest shall offer worship, for the God'sgenerations well he knoweth.",सेदु होता सत्यतरो यजाति यथा देवानां जनिमानि वेद ,7-2-10,vanaspate | ava | sr̥ja | upa | devān | agniḥ | haviḥ | śamitā | sūdayāti || saḥ | it | ūm̐ iti | hotā | satya-taraḥ | yajāti | yathā | devānām | janimāni | veda ||7.2.10||,
7,2,11,a,7-2-11-A,ā yāhy agne samidhāno arvāṅ indreṇa devaiḥ sarathaṁ turebhiḥ,"Come thou to us, O Agni, duly kindled, together with the potent Gods and Indra.",आ याह्यग्ने समिधानो अर्वाङिन्द्रेण देवैः सरथं तुरेभिः,7-2-11,ā | yāhi | agne | sam-idhānaḥ | arvāṅ | indreṇa | devaiḥ | sa-ratham | turebhiḥ || barhiḥ | naḥ | āstām | aditiḥ | su-putrā | svāhā | devāḥ | amr̥tāḥ | mādayantām ||7.2.11||,
7,2,11,b,7-2-11-B,barhir na āstām aditiḥ suputrā svāhā devā amṛtā mādayantām,"On this our grass sit Aditi, happy Mother, and let our Hail! delight the Gods Immortal.",बर्हिर्न आस्तामदितिः सुपुत्रा स्वाहा देवा अमृता मादयन्ताम् ,7-2-11,ā | yāhi | agne | sam-idhānaḥ | arvāṅ | indreṇa | devaiḥ | sa-ratham | turebhiḥ || barhiḥ | naḥ | āstām | aditiḥ | su-putrā | svāhā | devāḥ | amr̥tāḥ | mādayantām ||7.2.11||,
7,3,1,a,7-3-1-A,agniṁ vo devam agnibhiḥ sajoṣā yajiṣṭhaṁ dūtam adhvare kṛṇudhvam,"ASSOCIATE with fires, make your God Agni envoy at sacrifice, best skilled in worship,",अग्निं वो देवमग्निभिः सजोषा यजिष्ठं दूतमध्वरे कृणुध्वम्,7-3-1,agnim | vaḥ | devam | agni-bhiḥ | sa-joṣāḥ | yajiṣṭham | dūtam | adhvare | kr̥ṇudhvam || yaḥ | martyeṣu | ni-dhruviḥ | r̥ta-vā | tapuḥ-mūrdhā | ghr̥ta-annaḥ | pāvakaḥ ||7.3.1||,
7,3,1,b,7-3-1-B,yo martyeṣu nidhruvir ṛtāvā tapurmūrdhā ghṛtānnaḥ pāvakaḥ,"Established firm among mankind, the Holy, flame-crowned and fed with oil, the Purifier.",यो मर्त्येषु निध्रुविरृतावा तपुर्मूर्धा घृतान्नः पावकः ,7-3-1,agnim | vaḥ | devam | agni-bhiḥ | sa-joṣāḥ | yajiṣṭham | dūtam | adhvare | kr̥ṇudhvam || yaḥ | martyeṣu | ni-dhruviḥ | r̥ta-vā | tapuḥ-mūrdhā | ghr̥ta-annaḥ | pāvakaḥ ||7.3.1||,
7,3,2,a,7-3-2-A,prothad aśvo na yavase 'viṣyan yadā mahaḥ saṁvaraṇād vy asthāt,"Like a steed neighing eager for the pasture, when he hath stepped forth from the great enclosure:",प्रोथदश्वो न यवसेऽविष्यन्यदा महः संवरणाद्व्यस्थात्,7-3-2,prothat | aśvaḥ | na | yavase | aviṣyan | yadā | mahaḥ | sam-varaṇāt | vi | asthāt || āt | asya | vātaḥ | anu | vāti | śociḥ | adha | sma | te | vrajanam | kr̥ṣṇam | asti ||7.3.2||,
7,3,2,b,7-3-2-B,ād asya vāto anu vāti śocir adha sma te vrajanaṁ kṛṣṇam asti,"Then the wind following blows upon his splendour, and, straight, the path is black which thou hast trave",आदस्य वातो अनु वाति शोचिरध स्म ते व्रजनं कृष्णमस्ति ,7-3-2,prothat | aśvaḥ | na | yavase | aviṣyan | yadā | mahaḥ | sam-varaṇāt | vi | asthāt || āt | asya | vātaḥ | anu | vāti | śociḥ | adha | sma | te | vrajanam | kr̥ṣṇam | asti ||7.3.2||,
7,3,3,a,7-3-3-A,ud yasya te navajātasya vṛṣṇo 'gne caranty ajarā idhānāḥ,"From thee a Bull but newly born, O Agni, the kindled everlasting flames rise upward.",उद्यस्य ते नवजातस्य वृष्णोऽग्ने चरन्त्यजरा इधानाः,7-3-3,ut | yasya | te | nava-jātasya | vr̥ṣṇaḥ | agne | caranti | ajarāḥ | idhānāḥ || accha | dyām | aruṣaḥ | dhūmaḥ | eti | sam | dūtaḥ | agne | īyase | hi | devān ||7.3.3||,
7,3,3,b,7-3-3-B,acchā dyām aruṣo dhūma eti saṁ dūto agna īyase hi devān,"Aloft to heaven thy ruddy smoke ascendeth: Agni, thou speedest to the Gods as envoy.",अच्छा द्यामरुषो धूम एति सं दूतो अग्न ईयसे हि देवान् ,7-3-3,ut | yasya | te | nava-jātasya | vr̥ṣṇaḥ | agne | caranti | ajarāḥ | idhānāḥ || accha | dyām | aruṣaḥ | dhūmaḥ | eti | sam | dūtaḥ | agne | īyase | hi | devān ||7.3.3||,
7,3,4,a,7-3-4-A,vi yasya te pṛthivyām pājo aśret tṛṣu yad annā samavṛkta jambhaiḥ,Thou whose fresh lustre o'er the earth advanceth when greedily with thy jaws thy food thou eatest.,वि यस्य ते पृथिव्यां पाजो अश्रेत्तृषु यदन्ना समवृक्त जम्भैः,7-3-4,vi | yasya | te | pr̥thivyām | pājaḥ | aśret | tr̥ṣu | yat | annā | sam-avr̥kta | jambhaiḥ || senā-iva | sr̥ṣṭā | pra-sitiḥ | te | eti | yavam | na | dasma | juhvā | vivekṣi ||7.3.4||,
7,3,4,b,7-3-4-B,seneva sṛṣṭā prasitiṣ ṭa eti yavaṁ na dasma juhvā vivekṣi,"Like a host hurried onward comes thy lasso: fierce, with thy tongue thou piercest, as 'twere barley.",सेनेव सृष्टा प्रसितिष्ट एति यवं न दस्म जुह्वा विवेक्षि ,7-3-4,vi | yasya | te | pr̥thivyām | pājaḥ | aśret | tr̥ṣu | yat | annā | sam-avr̥kta | jambhaiḥ || senā-iva | sr̥ṣṭā | pra-sitiḥ | te | eti | yavam | na | dasma | juhvā | vivekṣi ||7.3.4||,
7,3,5,a,7-3-5-A,tam id doṣā tam uṣasi yaviṣṭham agnim atyaṁ na marjayanta naraḥ,"The men have decked him both at eve and morning, Most Youthful Agni, as they tend a courser.",तमिद्दोषा तमुषसि यविष्ठमग्निमत्यं न मर्जयन्त नरः,7-3-5,tam | it | doṣā | tam | uṣasi | yaviṣṭham | agnim | atyam | na | marjayanta | naraḥ || ni-śiśānāḥ | atithim | asya | yonau | dīdāya | śociḥ | ā-hutasya | vr̥ṣṇaḥ ||7.3.5||,
7,3,5,b,7-3-5-B,niśiśānā atithim asya yonau dīdāya śocir āhutasya vṛṣṇaḥ,"They kindle him, a guest within his dwelling: bright shines the splendour of the worshipped Hero.",निशिशाना अतिथिमस्य योनौ दीदाय शोचिराहुतस्य वृष्णः ,7-3-5,tam | it | doṣā | tam | uṣasi | yaviṣṭham | agnim | atyam | na | marjayanta | naraḥ || ni-śiśānāḥ | atithim | asya | yonau | dīdāya | śociḥ | ā-hutasya | vr̥ṣṇaḥ ||7.3.5||,
7,3,6,a,7-3-6-A,susaṁdṛk te svanīka pratīkaṁ vi yad rukmo na rocasa upāke,"O fair of face, beautiful is thine aspect when, very near at hand, like gold thou gleamest,",सुसंदृक्ते स्वनीक प्रतीकं वि यद्रुक्मो न रोचस उपाके,7-3-6,su-saṁdr̥k | te | su-anīka | pratīkam | vi | yat | rukmaḥ | na | rocase | upāke || divaḥ | na | te | tanyatuḥ | eti | śuṣmaḥ | citraḥ | na | sūraḥ | prati | cakṣi | bhānum ||7.3.6||,
7,3,6,b,7-3-6-B,divo na te tanyatur eti śuṣmaś citro na sūraḥ prati cakṣi bhānum,"Like Heaven's thundering roar thy might approaches, and like the wondrous Sun thy light thou showest.",दिवो न ते तन्यतुरेति शुष्मश्चित्रो न सूरः प्रति चक्षि भानुम् ,7-3-6,su-saṁdr̥k | te | su-anīka | pratīkam | vi | yat | rukmaḥ | na | rocase | upāke || divaḥ | na | te | tanyatuḥ | eti | śuṣmaḥ | citraḥ | na | sūraḥ | prati | cakṣi | bhānum ||7.3.6||,
7,3,7,a,7-3-7-A,yathā vaḥ svāhāgnaye dāśema parīḻābhir ghṛtavadbhiś ca havyaiḥ,"That we may worship, with your Hail to Agni! with sacrificial cakes and fat oblations,",यथा वः स्वाहाग्नये दाशेम परीळाभिर्घृतवद्भिश्च हव्यैः,7-3-7,yathā | vaḥ | svāhā | agnaye | dāśema | pari | iḷābhiḥ | ghr̥tavat-bhiḥ | ca | havyaiḥ || tebhiḥ | naḥ | agne | amitaiḥ | mahaḥ-bhiḥ | śatam | pūḥ-bhiḥ | āyasībhiḥ | ni | pāhi ||7.3.7||,
7,3,7,b,7-3-7-B,tebhir no agne amitair mahobhiḥ śatam pūrbhir āyasībhir ni pāhi,"Guard us, O Agni, with those boundless glories as with a hundred fortresses of iron.",तेभिर्नो अग्ने अमितैर्महोभिः शतं पूर्भिरायसीभिर्नि पाहि ,7-3-7,yathā | vaḥ | svāhā | agnaye | dāśema | pari | iḷābhiḥ | ghr̥tavat-bhiḥ | ca | havyaiḥ || tebhiḥ | naḥ | agne | amitaiḥ | mahaḥ-bhiḥ | śatam | pūḥ-bhiḥ | āyasībhiḥ | ni | pāhi ||7.3.7||,
7,3,8,a,7-3-8-A,yā vā te santi dāśuṣe adhṛṣṭā giro vā yābhir nṛvatīr uruṣyāḥ,"Thine are resistless songs for him who offers, and hero-giving hymns wherewith thou savest;",या वा ते सन्ति दाशुषे अधृष्टा गिरो वा याभिर्नृवतीरुरुष्याः,7-3-8,yāḥ | vā | te | santi | dāśuṣe | adhr̥ṣṭāḥ | giraḥ | vā | yābhiḥ | nr̥-vatīḥ | uruṣyāḥ || tābhiḥ | naḥ | sūno iti | sahasaḥ | ni | pāhi | smat | sūrīn | jaritr̥̄n | jāta-vedaḥ ||7.3.8||,
7,3,8,b,7-3-8-B,tābhir naḥ sūno sahaso ni pāhi smat sūrīñ jaritṝñ jātavedaḥ,"With these, O Son of Strength, O Jatavedas, guard us, preserve these princes and the singers.",ताभिर्नः सूनो सहसो नि पाहि स्मत्सूरीञ्जरितॄञ्जातवेदः ,7-3-8,yāḥ | vā | te | santi | dāśuṣe | adhr̥ṣṭāḥ | giraḥ | vā | yābhiḥ | nr̥-vatīḥ | uruṣyāḥ || tābhiḥ | naḥ | sūno iti | sahasaḥ | ni | pāhi | smat | sūrīn | jaritr̥̄n | jāta-vedaḥ ||7.3.8||,
7,3,9,a,7-3-9-A,nir yat pūteva svadhitiḥ śucir gāt svayā kṛpā tanvā rocamānaḥ,"When forth he cometh, like an axe new-sharpened, pure in his form, resplendent in his body,",निर्यत्पूतेव स्वधितिः शुचिर्गात्स्वया कृपा तन्वा रोचमानः,7-3-9,niḥ | yat | pūtā-iva | sva-dhitiḥ | śuciḥ | gāt | svayā | kr̥pā | tanvā | rocamānaḥ || ā | yaḥ | mātroḥ | uśenyaḥ | janiṣṭa | deva-yajyāya | su-kratuḥ | pāvakaḥ ||7.3.9||,
7,3,9,b,7-3-9-B,ā yo mātror uśenyo janiṣṭa devayajyāya sukratuḥ pāvakaḥ,"Sprung, sought with eager longing, from his Parents, for the Gods' worship, Sage and Purifier:",आ यो मात्रोरुशेन्यो जनिष्ट देवयज्याय सुक्रतुः पावकः ,7-3-9,niḥ | yat | pūtā-iva | sva-dhitiḥ | śuciḥ | gāt | svayā | kr̥pā | tanvā | rocamānaḥ || ā | yaḥ | mātroḥ | uśenyaḥ | janiṣṭa | deva-yajyāya | su-kratuḥ | pāvakaḥ ||7.3.9||,
7,3,10,a,7-3-10-A,etā no agne saubhagā didīhy api kratuṁ sucetasaṁ vatema,"Shine this felicity on us, O Agni: may we attain to perfect understanding.",एता नो अग्ने सौभगा दिदीह्यपि क्रतुं सुचेतसं वतेम,7-3-10,etā | naḥ | agne | saubhagā | didīhi | api | kratum | su-cetasam | vatema || viśvā | stotr̥-bhyaḥ | gr̥ṇate | ca | santu | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.3.10||,
7,3,10,b,7-3-10-B,viśvā stotṛbhyo gṛṇate ca santu yūyam pāta svastibhiḥ sadā naḥ,"All happiness be theirs who sing and praise thee. Ye Gods, preserve us evermore with blessings.",विश्वा स्तोतृभ्यो गृणते च सन्तु यूयं पात स्वस्तिभिः सदा नः ,7-3-10,etā | naḥ | agne | saubhagā | didīhi | api | kratum | su-cetasam | vatema || viśvā | stotr̥-bhyaḥ | gr̥ṇate | ca | santu | yūyam | pāta | svasti-bhiḥ | sadā | naḥ ||7.3.10||,
7,4,1,a,7-4-1-A,pra vaḥ śukrāya bhānave bharadhvaṁ havyam matiṁ cāgnaye supūtam,"BRING forth your gifts to his refulgent splendour, your hymn as purest offering to Agni,",प्र वः शुक्राय भानवे भरध्वं हव्यं मतिं चाग्नये सुपूतम्,7-4-1,pra | vaḥ | śukrāya | bhānave | bharadhvam | havyam | matim | ca | agnaye | su-pūtam || yaḥ | daivyāni | mānuṣā | janūṁṣi | antaḥ | viśvāni | vidmanā | jigāti ||7.4.1||,
